/home/pi/Documents/data/pi_camera/date_30-4-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_30-4-2024_15.0.14_1.png,/home/pi/Documents/data/mlx/pic_2024-04-30_15-00-24.jpg,19.92,67.85,[16.11052347 15.86444646 17.95615726 16.79780878 17.50742731 17.61457835
 18.53082434 17.61919827 17.99277358 19.40811813 18.12600794 18.25191414
 17.17630663 17.68756897 17.42933909 17.68848686 17.21470628 17.07998918
 17.08062131 18.52762172 18.47095762 18.07265982 17.95509348 17.61884961
 18.13410201 17.72358225 18.7686696  19.2903438  18.80908675 18.22385736
 17.97574714 18.83828542 17.43759786 18.25001672 19.73291732 18.93520001
 19.96834216 20.11995911 21.57617462 20.84126868 19.99325922 20.59301635
 20.49447942 20.40001211 18.85447571 19.23262808 18.60097004 18.61533773
 18.11520552 18.060693   19.43994772 18.88323188 18.77808426 19.44811459
 19.80281381 18.85337237 19.31323823 19.64034469 18.10020093 19.22285518
 18.72476897 18.88658604 18.48889419 18.21157886 21.54262678 21.45144242
 22.97551226 21.9825502  22.73944729 23.64755294 22.92866072 23.05747961
 23.10395406 22.44376503 21.21475201 20.95871668 18.42443593 17.87026314
 20.7476233  19.22003367 18.66017711 18.1708612  21.0628505  22.1020189
 21.81325998 22.80242313 21.75387913 22.25647198 21.15658017 21.66614066
 22.51354744 22.44839461 22.09690212 20.2593062  19.61119255 19.11643787
 22.87472013 22.09366579 23.57976208 22.75585156 22.61639208 22.56696917
 22.85498443 23.32841371 22.6047768  22.94190684 20.05906802 18.42760018
 16.89592962 17.8684765  19.42043396 19.34972005 18.39809349 17.82199083
 18.60613977 21.12542555 22.03339889 22.94137912 22.63017131 22.56181811
 22.96815288 23.15867495 22.23330621 22.34207383 20.71210761 21.09312869
 21.24125836 20.91544356 24.34946785 23.75086242 23.1617663  23.50814572
 24.30773269 23.6012982  22.32655201 22.44646186 20.34692686 18.65707929
 17.83571734 18.51132364 18.6799122  17.94594441 20.96333171 20.71922776
 18.44186375 18.11294858 18.25605623 18.67867886 20.79554137 21.72086862
 23.60316947 24.07565484 23.2603183  22.99740158 23.28808474 22.44975988
 22.12940732 22.21430059 22.04915915 20.87502959 24.65485737 24.56899443
 24.59690347 24.65274716 24.17025747 24.12073836 22.08111972 21.41376425
 18.3784354  18.84821015 18.72848477 18.27686997 17.50857847 18.29291055
 21.59095641 20.30689316 18.35263458 18.29515741 18.57894386 18.63110125
 19.10324472 20.45067088 22.62557496 23.28424893 23.48379452 23.67030389
 23.00819622 21.17895277 21.80849957 21.95518563 21.7545688  22.33489973
 24.98719451 24.77048495 24.17343647 25.44472114 24.24648805 23.17676417
 18.60194349 18.37301646 19.71799681 19.66910437 19.231399   18.50013236
 18.50854044 19.41974335 22.02732429 20.05735901 20.17981488 19.08238385
 19.81180375 19.34818217 17.93205605 18.24843129 19.3161424  21.92096057
 23.60529234 23.88229507 24.59911437 23.78453509 24.84107425 23.79475016
 24.40111808 23.96066852 24.81868978 24.50263195 24.51258717 23.74798057
 20.70580405 20.11874532 17.44604091 18.88962736 19.63273597 19.66072381
 18.28471349 18.44894185 18.57001769 19.0754538  21.4479483  19.81111405
 19.04440455 19.07981236 18.88588389 19.29489483 18.52604941 18.05205099
 17.99577609 19.71756877 22.57101825 24.01352139 24.32406549 23.4978568
 24.13259592 24.70093175 24.51381949 24.46755345 25.3185716  23.87748377
 22.91894541 21.45001303 18.73693686 18.72536953 19.06629453 19.20215493
 19.12829904 18.65944708 18.27832105 18.39069568 19.92271295 21.13774119
 22.21101312 19.31633841 19.09096113 18.11162879 18.82302904 19.19531893
 18.44155297 18.57073271 18.24693002 18.04501215 19.51011681 22.42921223
 23.43571837 24.50403371 24.82407731 25.49875631 25.59416394 25.83157145
 23.90093787 22.78461689 19.22491661 19.5602621  18.45779914 19.65087712
 20.11168807 19.5027518  18.32038476 18.83406338 18.39475617 18.34235855
 18.64168224 21.45539914 21.66099702 19.93083485 18.99205559 19.1206567
 19.62199682 19.15469702 18.85290022 19.07039151 18.55653071 18.17335869
 19.58518458 20.24425339 23.55329174 23.67187984 24.48922381 25.25887873
 25.29332536 25.08194602 21.25929579 18.56711579 18.61927432 18.46948359
 18.98980057 19.11601797 19.51212116 18.70142693 18.55882015 17.84740545
 18.81303052 18.2288695  19.68151872 21.96004036 20.91341399 19.00670755
 18.93264161 18.56737461 19.35216183 19.1193943  19.02563546 19.07705578
 19.20871688 19.44876015 18.45838538 18.45147531 19.13490247 21.7105833
 23.6657571  24.16742031 24.53076375 25.15531109 18.53132578 17.43561659
 18.57170373 18.80366711 19.25100934 19.66586555 18.5564072  18.10260096
 18.82074781 18.3653839  18.24925536 18.53249295 19.71506033 22.90670444
 19.00741901 19.12407107 18.82591822 18.08411133 19.10925747 19.40823143
 19.41309608 18.72668644 19.32940206 18.66445878 18.70263297 18.06035058
 18.89954026 19.37367862 23.33801089 24.31796395 24.45170798 25.24677133
 19.58388779 18.44271168 18.73072344 19.10300605 19.07346857 18.21648091
 19.34265643 18.57290819 18.79269798 18.26508543 18.66416511 18.8552392
 21.75988345 24.50076836 20.90957331 18.97483471 18.64081054 18.88927726
 19.39801651 19.67988593 19.84845223 18.6257948  19.15247109 19.80827087
 18.81719906 18.34066934 18.25976676 18.6619075  20.00914854 21.47418857
 24.56905232 24.53937039 17.95841881 19.05106861 18.68089362 19.61962109
 18.21384807 18.93691552 18.20053111 18.66900687 17.98455283 18.08940451
 18.42462803 19.47305113 22.91879351 25.73547263 20.18001773 19.06896844
 19.01578343 19.53888202 19.32638328 19.95377915 19.24005099 19.95764917
 19.27905919 19.20515919 18.33087779 18.50202838 18.18689897 18.57547734
 18.30436753 19.70308834 23.25842674 24.62365909 19.38516488 17.59476915
 19.94643869 19.15108873 19.05832201 18.62457803 18.5697129  18.36102507
 18.84425306 18.06855031 18.62884364 19.4825424  25.40759672 24.97881829
 20.41145137 19.53625116 20.39081114 19.84804235 20.19315017 19.44909681
 20.53529967 20.05655931 20.06090365 19.14218995 19.97640129 19.02776003
 18.89073429 18.47082701 19.60628484 18.82949663 20.15467837 21.84026256
 18.84122139 18.86305582 19.07382924 19.27763769 18.93930099 18.42149019
 18.13914121 18.29488184 18.2087341  18.73448112 18.04983623 19.58676853
 25.3044419  24.97515346 19.67164183 19.47494646 19.25908198 19.31294391
 19.26589226 19.19477745 19.55588468 19.85948343 19.80769555 20.11453402
 18.75349313 19.37928928 19.01576652 17.9862249  18.46857238 18.99641646
 19.04129845 19.39684209 19.9421102  19.46873779 19.49732591 19.65510293
 18.821233   18.13642807 18.98248327 18.33026507 18.36874754 18.01941181
 18.62678253 19.0792822  25.27635541 23.25449828 20.00193799 19.28511194
 18.69487593 18.67037302 18.95606715 18.03924136 19.77474718 18.66958993
 19.32402232 19.61549931 18.54051203 18.43074951 18.32146838 18.50613393
 18.84722865 17.21989304 18.86360975 18.17534989 18.7105368  19.22118771
 19.01552501 18.94950885 18.89820135 18.10524733 17.99370385 18.23685281
 18.23124286 18.34719095 19.25154533 19.70642843 23.40012477 21.93783898
 19.24587845 18.90272936 18.22092012 17.80372818 18.71130568 18.83651244
 18.95421966 19.17253961 19.41928284 19.34936305 18.58966079 18.96067211
 18.43316431 18.62458356 18.5091635  18.37363552 18.34683267 18.26150423
 19.95369382 18.53755972 19.03376934 18.64194946 18.72678572 18.31262138
 18.87592998 18.06616539 18.3004906  18.25712092 19.03250191 20.73346685
 23.05590634 21.77267828 18.92448177 19.75050974 18.84687853 18.26578964
 18.90048009 19.89297811 18.55624948 18.9567718  19.14152678 20.09606704
 18.86492898 18.53343768 19.18292274 19.1105933  18.45349261 17.2788539
 18.9776271  18.2117584  18.6958656  18.70398097 18.75787597 18.3275686
 18.00683512 18.83277083 17.85195779 19.11643209 18.32875605 18.93179694
 19.12849475 21.19934158 22.28649059 20.92732287 19.38222164 19.17936703
