/home/pi/Documents/data/pi_camera/date_30-4-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_30-4-2024_15.0.14_1.png,N/A,N/A,N/A,[],1714514414000

/home/pi/Documents/data/pi_camera/date_1-5-2024_10.0.11_1.png,/home/pi/Documents/data/lepton/date_1-5-2024_10.0.14_1.png,N/A,N/A,N/A,[],1714582814000

/home/pi/Documents/data/pi_camera/date_1-5-2024_12.19.46_1.png,/home/pi/Documents/data/lepton/date_1-5-2024_12.19.49_1.png,N/A,N/A,N/A,[],1714591186000

/home/pi/Documents/data/pi_camera/date_10-5-2024_10.0.10_1.png,/home/pi/Documents/data/lepton/date_10-5-2024_10.0.13_1.png,N/A,N/A,N/A,[],1715360414000

/home/pi/Documents/data/pi_camera/date_10-5-2024_13.0.10_1.png,/home/pi/Documents/data/lepton/date_10-5-2024_13.0.13_1.png,N/A,N/A,N/A,[],1715371214000

/home/pi/Documents/data/pi_camera/date_10-5-2024_15.0.10_1.png,/home/pi/Documents/data/lepton/date_10-5-2024_15.0.14_1.png,N/A,N/A,N/A,[],1715378414000

/home/pi/Documents/data/pi_camera/date_11-5-2024_10.0.10_1.png,/home/pi/Documents/data/lepton/date_11-5-2024_10.0.13_1.png,N/A,N/A,N/A,[],1715446814000

/home/pi/Documents/data/pi_camera/date_11-5-2024_13.0.11_1.png,/home/pi/Documents/data/lepton/date_11-5-2024_13.0.14_1.png,N/A,N/A,N/A,[],1715457614000

/home/pi/Documents/data/pi_camera/date_11-5-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_11-5-2024_15.0.14_1.png,N/A,N/A,N/A,[],1715464814000

/home/pi/Documents/data/pi_camera/date_12-5-2024_10.0.10_1.png,/home/pi/Documents/data/lepton/date_12-5-2024_10.0.13_1.png,N/A,N/A,N/A,[],1715533214000

/home/pi/Documents/data/pi_camera/date_12-5-2024_13.0.10_1.png,/home/pi/Documents/data/lepton/date_12-5-2024_13.0.14_1.png,N/A,N/A,N/A,[],1715544014000

/home/pi/Documents/data/pi_camera/date_12-5-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_12-5-2024_15.0.14_1.png,N/A,N/A,N/A,[],1715551214000

/home/pi/Documents/data/pi_camera/date_13-5-2024_10.0.11_1.png,/home/pi/Documents/data/lepton/date_13-5-2024_10.0.14_1.png,N/A,N/A,N/A,[],1715619614000

/home/pi/Documents/data/pi_camera/date_13-5-2024_13.0.10_1.png,/home/pi/Documents/data/lepton/date_13-5-2024_13.0.13_1.png,N/A,N/A,N/A,[],1715630414000

/home/pi/Documents/data/pi_camera/date_13-5-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_13-5-2024_15.0.14_1.png,N/A,N/A,N/A,[],1715637614274.09

/home/pi/Documents/data/pi_camera/date_14-5-2024_10.0.11_1.png,/home/pi/Documents/data/lepton/date_14-5-2024_10.0.14_1.png,N/A,N/A,N/A,[],1715706014170.30

/home/pi/Documents/data/pi_camera/date_14-5-2024_13.0.11_1.png,/home/pi/Documents/data/lepton/date_14-5-2024_13.0.14_1.png,N/A,N/A,N/A,[],1715716814138.52

/home/pi/Documents/data/pi_camera/date_14-5-2024_15.0.11_1.png,/home/pi/Documents/data/lepton/date_14-5-2024_15.0.14_1.png,N/A,N/A,N/A,[],1715724014280.13

/home/pi/Documents/data/pi_camera/date_15-5-2024_10.0.10_1.png,N/A,N/A,N/A,N/A,[],1715792413782.39

